biz_name,aspect,positive_aspect_count,negative_aspect_count,positive_aspect_ratio
The Lost Cajun - Mt Juliet,price,7,1,0.875
Helen’s Hot Chicken,,7,3,0.7
Awful Waffle,ambience,16,2,0.8888888888888888
El Merkury at the Market,,3,0,1.0
Good Buddy Granville,,5,0,1.0
El Sabroso Oakwood Grill,,3,0,1.0
Mi Ranchito Restaurant,,2,0,1.0
AJ Pickle Patch and Salads,,1,1,0.5
Tampa Blue Crab and Seafood Market,,7,1,0.875
Mae's West Chester,,4,2,0.6666666666666666
Thai Together,,9,1,0.9
Chops Cheesesteaks,service,7,0,1.0
Bluebird Cafe,ambience,3,0,1.0
On Site Bites,food,12,1,0.9230769230769231
Paratha Roll,food,20,2,0.9090909090909091
Caffé Artisan,ambience,1,1,0.5
Chicago's Stuffed Pizza,ambience,5,0,1.0
Masa Asia,price,8,0,1.0
El Costeño,service,3,2,0.6
Panda,price,11,1,0.9166666666666666
Mi Abuelito,food,9,1,0.9
Neli's Deli,ambience,5,0,1.0
Arbys,price,2,1,0.6666666666666666
Rj's Bagels,price,4,0,1.0
La Parrilla Steakhouse,ambience,4,0,1.0
AURA,service,11,3,0.7857142857142857
Tony Roni's,ambience,2,2,0.5
Cornbread and Coffee,service,3,0,1.0
Wazobia Restaurant,ambience,4,2,0.6666666666666666
Regrub,price,4,3,0.5714285714285714
Panda Cafe,food,5,1,0.8333333333333334
Golden Bakery,food,15,0,1.0
Two Elk Restaurant,price,0,1,0.0
Greek City Cafe,price,1,0,1.0
La Margarita,service,3,0,1.0
The Wine Bar Cafe,service,14,0,1.0
Adobe Reds,service,6,2,0.75
Hacienda Mexican Grill,ambience,4,0,1.0
Jakes Place 2,ambience,7,0,1.0
Smoking Joe's Bar-Be-Que,price,8,0,1.0
Prime Time Donair & Kabab,,1,1,0.5
Sunrise Sandwich Shop,,3,0,1.0
Austin's Restaurant,,3,1,0.75
Burger Baron,ambience,0,1,0.0
Well Crafted Beer Company,price,7,1,0.875
Nifty Fifty's,price,5,0,1.0
Kyj's Bakery,price,2,0,1.0
Cafe Du Monde,price,5,3,0.625
Pacifica,service,11,0,1.0
Ragin' Cajun Deli,food,7,1,0.875
Mama's Place,ambience,5,1,0.8333333333333334
Tony Roni's,price,4,1,0.8
Get Hooked,service,3,2,0.6
Nailers Brewing,price,2,0,1.0
Holiday Inn SunSpree Resort St. Petersburg-Marina Cove,service,3,0,1.0
Tossed,food,15,2,0.8823529411764706
Nineteen 26,service,8,0,1.0
Zutto Japanese Restaurant,service,2,4,0.3333333333333333
Yama Sushi,price,1,2,0.3333333333333333
H2O Sushi,,14,1,0.9333333333333333
Ono Hawaiian Cafe,,3,1,0.75
Casa12doce,,0,0,
Turkish Kabob House,,3,0,1.0
Mr Dan's Restaurant,,0,1,0.0
Dippy's Custard & Ice Cream,,4,0,1.0
Megumi,service,3,0,1.0
Paolo's Pizzeria & Italian Eatery,ambience,0,0,
Bevan's Cold Cuts,ambience,2,1,0.6666666666666666
Calcasieu - Private Dining by Chef Donald Link,price,6,1,0.8571428571428571
Seaside Inn Restaurant & Lounge,service,9,1,0.9
Only the Good Stuff,food,6,0,1.0
Trappixx Jamaican Restaurant,service,14,4,0.7777777777777778
Belleville Fish and Chicken,service,2,0,1.0
Jamaica Wings,ambience,4,0,1.0
Midori Sushi,price,4,0,1.0
Sweets N' Stuff Sushi Bar,ambience,6,0,1.0
Oasis Shisha Lounge,price,2,0,1.0
Pizza d'Carlo Gourmet Pizza,food,4,1,0.8
Pine St Deli,ambience,3,0,1.0
BUILT Custom Burgers,price,6,1,0.8571428571428571
Kristina Pizza,food,10,1,0.9090909090909091
RocKin Wings,price,1,0,1.0
South of the Border,price,1,0,1.0
Neighborhood Bistro,service,11,0,1.0
Belle Meade Meat and Three,ambience,5,3,0.625
Charming Garden,price,6,0,1.0
Phyllodelphia,food,8,1,0.8888888888888888
Christy's Burgers,,3,1,0.75
Vincenzo's,,5,1,0.8333333333333334
Healthies On 96th,,0,0,
Christa-Bell's Caribbean Cuisine,,3,0,1.0
Just Steaks,service,2,0,1.0
Lanna's Entree's,,0,0,
Downtown Pizza Sports Bar And Grill,,14,0,1.0
Medusa Kabob House,,1,1,0.5
17 Snyder Chinese,,2,1,0.6666666666666666
Burger.Org,,1,0,1.0
Delta Queen Port of Call - Restaurant & Lounge,,2,0,1.0
Bernie's Pretzel Bakery,,6,0,1.0
Black Coffee & Tasty Waffles,,2,2,0.5
JD's Soul Food Kitchen,,0,1,0.0
Jimmy The Greek,,3,0,1.0
Bubbakoos Burritos,price,6,4,0.6
Thai Ginger,food,8,2,0.8
Presto Pasta,food,2,1,0.6666666666666666
Vuocolo's Italian Pizzeria,service,1,0,1.0
Habanero's Mexican Restaurant,price,2,1,0.6666666666666666
Banh Mi Ba Nhan,price,5,1,0.8333333333333334
Brandon Italian Express,price,1,2,0.3333333333333333
Sal's Pizza Box,service,14,1,0.9333333333333333
Bellas Cafe,service,7,1,0.875
No. One China,ambience,0,2,0.0
Richard's on 50th,ambience,0,0,
B Street Cafe,ambience,5,1,0.8333333333333334
Duck Soup Cafe,price,11,3,0.7857142857142857
Kelch House,price,2,0,1.0
Jacks Pizza,service,27,0,1.0
Peace Love & Little Donuts,service,10,0,1.0
Brooklyn Pizza,price,4,0,1.0
Bella Roma's Pizza,price,5,0,1.0
Hahnemann University Hospital Cafeteria,service,4,1,0.8
Sonora Wings & Seafood,service,2,3,0.4
El Sabor Boricua,service,2,1,0.6666666666666666
California Crisp Cafe,price,1,0,1.0
Kam Buffet,,3,0,1.0
Classic Pizza Shop,,0,2,0.0
AJ's Sushi Bar,,2,0,1.0
Judy's Natural Foods,,1,0,1.0
West Chester Pizza Cafe,,3,0,1.0
Pauline's Deli,ambience,2,0,1.0
Gianni's Pizzeria,food,16,0,1.0
HOSHI'S,price,5,0,1.0
Santo Espiritu Bakery,food,26,1,0.9629629629629629
Russian Bear Cafe,price,4,0,1.0
Texas BBQ,price,3,0,1.0
Bayshore Pizza,price,0,0,
Chinese Eatery,service,2,0,1.0
Smokey's,service,1,0,1.0
French Quarter Pizzeria and Bar,ambience,2,3,0.4
Bottom Of The Sea Soul,price,2,0,1.0
Painted Saguaro Studio,food,4,0,1.0
The Loft Seafood House,ambience,1,0,1.0
Supreme Pizza & Grill,price,1,0,1.0
china 1,ambience,3,0,1.0
Big Heads of Willow Grove,food,7,2,0.7777777777777778
Saigon Cuisine,service,8,0,1.0
¡Juice!,service,10,1,0.9090909090909091
Mandarin Cove Chinese Restaurant & Sushi Bar,price,2,0,1.0
Special Pizza City,ambience,6,1,0.8571428571428571
New London Pizza & Restaurant,service,1,4,0.2
Riffs Cafe at Highland Ridge,price,0,1,0.0
The Bagel Stand,,2,1,0.6666666666666666
Palma Ceia Pizzeria & Wings,,2,1,0.6666666666666666
Pizzeria Della Piazza,,1,0,1.0
Chicken Hot & Pizza,,7,3,0.7
C-Lovers,price,2,0,1.0
Roman Steak & Pizza,ambience,1,1,0.5
The Blue Pear Restaurant,service,9,1,0.9
Papi's Cafe,ambience,2,0,1.0
Vinny D's Pizza & Soda To Go,food,14,2,0.875
615 Waffles,food,4,0,1.0
Pair Restaurant,service,1,1,0.5
Richie's Bar & Grill,service,14,0,1.0
The Brother's Burger,service,8,0,1.0
Rick's Italian Cafe,service,0,0,
The Tuscan Tavern,price,2,0,1.0
Yuki Hana,price,3,0,1.0
Alexander's Grill & Bar,price,2,0,1.0
Garbonzo's Pizza,ambience,4,0,1.0
Convenient Food Mart,ambience,3,0,1.0
Aqua Vitae Italian Restaurant,food,4,3,0.5714285714285714
Crest Coffee House,food,9,0,1.0
LJ Thai Sushi,ambience,6,0,1.0
Orient Wok Chop Suey,ambience,3,0,1.0
Rapscallions,,4,0,1.0
F & M Caterers,service,0,0,
Ninety Nine Restaurant,ambience,2,1,0.6666666666666666
Mr Bill's II,price,0,0,
Rick's Steaks,ambience,0,1,0.0
Rick's Cafe,price,6,0,1.0
Nuyorican Pasteles,service,0,1,0.0
New York Deli,price,2,0,1.0
Sum Yum Yum,ambience,0,0,
Liz's HomeStyle Grill,price,2,0,1.0
Chicago Fish and Chicken,service,3,0,1.0
DP Dough - West Chester,ambience,2,0,1.0
Golden Paradise Jamaican & Latino Restaurant,price,1,0,1.0
China Aston,ambience,3,2,0.6
Pita Express,ambience,0,1,0.0
Ruben's Pizza,price,0,0,
El Jibarito,ambience,2,2,0.5
The Rusty Nail,food,5,0,1.0
Dou Dou Cafe,service,8,0,1.0
Peking,ambience,3,0,1.0
Byblos Mediterranean Grill,ambience,1,0,1.0
Lisa's Pizza & Italian Restaurant,price,2,0,1.0
Elixir Cafe,service,3,1,0.75
Sal's Pizza & Restaurant,service,4,0,1.0
Red Sky Cafe,,1,0,1.0
Luigis Pizzeria,,7,3,0.7
Tacos La Bufa,,4,0,1.0
Sea-lect Seafood,,1,0,1.0
Fork & Function on Central,,6,0,1.0
Black Palm Restaurant,,2,0,1.0
Sweet Potato Cafe & Bakery,,3,0,1.0
McKeever's Tavern,price,2,2,0.5
Eagles Nest,ambience,2,0,1.0
Panaderia Azteca Mexico,price,4,0,1.0
Queen's Chinese Resturaunt,service,2,0,1.0
Al's Donuts,ambience,1,0,1.0
Jimmy's Water Ice,ambience,2,0,1.0
Giuseppe's Italian Pizzeria,price,1,1,0.5
Palma Breeze,ambience,6,0,1.0
Graveyard B&G,service,4,0,1.0
Whale Tail Deli,food,7,0,1.0
Taco Bron,ambience,1,1,0.5
Made in Italy,ambience,4,0,1.0
BIBIBOP Asian Grill,,4,0,1.0
China Cafe,,1,0,1.0
Melodia Grill,,1,1,0.5
Tung Gardens,,0,0,
Jakes Place,service,1,0,1.0
Bob's Fish Fry,ambience,2,0,1.0
Bonanza Western Grill,price,1,0,1.0
Oasis Rotisserie Chicken & More,price,4,1,0.8
Hanaichi Express,service,2,2,0.5
Colonial Corner Hoagie Shop,service,2,0,1.0
The Kafana,price,3,1,0.75
Eemaani,ambience,5,0,1.0
Fireside Tavern,ambience,1,0,1.0
Jim's Nachos Mexican Restaurant,service,1,0,1.0
Marco Polo's Pizza,service,4,1,0.8
Books & Brews - Brownsburg,price,3,0,1.0
Mayo's Carniceria & Tacos,service,11,2,0.8461538461538461
Le Petit Bistro,service,0,1,0.0
Las Trojes Express,ambience,1,0,1.0
St Louis Kolache,ambience,1,1,0.5
Cafe Santa Rosa Go:k,service,3,0,1.0
Bindy's,service,6,1,0.8571428571428571
Ann's Market,ambience,2,0,1.0
The Hip Hop Sandwich Shop,ambience,1,1,0.5
Java's Coffee & More,service,3,0,1.0
china 1,price,3,0,1.0
Cesare's of New York Pizzeria,,1,3,0.25
Burrito Boarder,,3,0,1.0
Booth House Tavern,,5,0,1.0
Gennaro's Pizza,,4,1,0.8
Luca's Pizza,price,3,1,0.75
Sweetie Pie's Hamburger Heaven,price,4,0,1.0
La Ceiba,ambience,2,1,0.6666666666666666
Alison two,service,7,0,1.0
Charlie & Barney's,ambience,2,0,1.0
Blue Parrot,price,6,2,0.75
Julis Mexican Restaurant,price,1,0,1.0
Ginos Pizza,food,0,1,0.0
Lucky Chinese Restaurant,price,2,0,1.0
Savoy's Health Cafe,ambience,0,0,
JayBees Diner,price,4,1,0.8
Carniceria Tejaro,price,0,0,
Cornerstone Pizza Company,price,3,1,0.75
Ed's Pizza House,service,2,1,0.6666666666666666
Beagle Tavern,price,2,0,1.0
Cafe Perera,ambience,6,0,1.0
Fast Eddies Fried Chicken,service,6,2,0.75
Tacos Lucas,service,5,0,1.0
Orient,ambience,4,2,0.6666666666666666
Costa Azul Mexican,,6,0,1.0
Arisu,,1,1,0.5
Greenman's Deli,ambience,2,1,0.6666666666666666
Taste Garden,service,0,0,
Roma pizza and donair,price,1,0,1.0
Taquitos Don Juan,price,1,1,0.5
Viva Burrito,ambience,2,1,0.6666666666666666
O'fashion Donuts,service,6,0,1.0
Cancún Grille,service,4,0,1.0
Aavya Indian Cuisine,price,0,0,
Dos Sisters,ambience,0,0,
South Wah Chinese Restaurant,price,1,1,0.5
La Azteca,service,3,0,1.0
The Greek Patio,ambience,3,2,0.6
Burger & Company - Nashville,price,2,0,1.0
Kato's Cajun,ambience,0,2,0.0
Dimeo Berwyn Pizza Restaurant,ambience,0,0,
Infinite Diner & Restaurant,,1,0,1.0
Twenty First Street Gourmet,service,2,0,1.0
McLain Bbq & Pizza,,3,0,1.0
Carlitos Calle Tacos,service,1,0,1.0
Tan's Finger Lickin Chicken,service,4,0,1.0
ZEPS Pizza & Shish Kabobs,ambience,1,0,1.0
Dong Khanh Vietnamese Restaurant,price,1,0,1.0
Take and Bake Pizza,price,1,0,1.0
Splash An Ocean Grill,service,14,1,0.9333333333333333
Sportsman's Pub,service,4,1,0.8
Papa Murphy,price,1,0,1.0
Southern Bred,price,9,1,0.9
Bee Burger,price,3,0,1.0
Little Lodge,,1,0,1.0
Backyard Burger Elm Hill Pike,,2,1,0.6666666666666666
Pistolese's Pizzeria,,9,2,0.8181818181818182
A&M Rosami Restaurant,,2,2,0.5
Chicago Deep Dish,price,0,0,
Pinches,service,2,0,1.0
Paella Nola,price,0,0,
Pi Truck,price,0,0,
Pasta di Guy,price,5,0,1.0
El Amigo: Taqueria & Store,service,1,0,1.0
Zanzibar Blue,ambience,4,0,1.0
Overlook Cafe,,0,0,
Hip City Veg,,3,1,0.75
Noble Roman's Pizza,,4,1,0.8
Sunny's Sandwich Shop,,1,0,1.0
Taqueria Del Norte,service,14,3,0.8235294117647058
Calacas Mexican Cuisine,price,1,0,1.0
Bauman Family Apple Butter,service,3,0,1.0
Tengo Hambre,service,2,0,1.0
Luca Pizza di Roma,ambience,0,0,
Eskpades,price,0,0,
Eagle Creek Pizza,service,3,0,1.0
Sassafras Market and Deli,price,3,1,0.75
Redberry Nj,ambience,4,0,1.0
Cheeseburger Charley's,service,2,0,1.0
Seaside Inn Restaurant & Lounge,price,3,0,1.0
Bourbon Blues House,food,3,2,0.6
Luca Pizza,price,2,0,1.0
Johnny Bueno's Pizzeria,service,6,0,1.0
Merc Bros Pizzeria,,2,0,1.0
Adam's Shawarma and Donair,,1,0,1.0
Doyle's Family Restaurant,,0,0,
Uncle John's American Diner,,2,0,1.0
Deborah's Kitchen,,0,0,
Big Mouth Po-Boys,price,1,0,1.0
Mugoo's Diner,,0,2,0.0
Av Tree Farms,,0,0,
Riviera D'Italia,price,8,1,0.8888888888888888
Faragalli's Bakery,service,4,0,1.0
Piccadilly Cafeteria,service,2,0,1.0
Tail Blazers West,ambience,0,0,
Humpty's Family Restaurants,price,2,1,0.6666666666666666
Mias Eatery,service,6,0,1.0
Ocean Crab,food,5,1,0.8333333333333334
Pho Xinh,price,1,0,1.0
Yama Sushi,ambience,1,2,0.3333333333333333
Chinese Express,price,4,0,1.0
Lenny's Sub Shop,price,2,0,1.0
Cafe Ole,,0,0,
Temaki House,,3,0,1.0
Mongolian Grill,,7,3,0.7
Haweli,,1,0,1.0
Tiny Chef,price,2,0,1.0
Nafi Food Express,price,4,0,1.0
5 Loaves 2 Fish,service,1,0,1.0
Tin Can Bar,price,1,0,1.0
Curry Leaf Indian Cuisine 2,ambience,1,0,1.0
Old English Pizza,ambience,2,0,1.0
Crown Deli At Pennypack,price,1,0,1.0
Christopher Pizza,price,1,0,1.0
Nuyorican Pasteles,,0,1,0.0
Plan Shop Live,,2,0,1.0
Whistling Kettle Cafe,price,5,1,0.8333333333333334
Owyhee Plaza Hotel,service,8,0,1.0
Top Chef Quickfire,ambience,2,0,1.0
Shawarma house Georgian Cuisine,service,1,0,1.0
Grace Bake Shoppe,ambience,1,1,0.5
Tasty Treats,price,3,1,0.75
Thirsty Marlin,price,7,1,0.875
Medianoche,price,4,1,0.8
Pasala Rico,,1,0,1.0
Azzaam's,,0,2,0.0
Oronzo,,4,0,1.0
Firecreek,,4,0,1.0
Adriatic Grill,,4,0,1.0
European Delicatessen,food,10,1,0.9090909090909091
Shoneys,price,6,1,0.8571428571428571
Sapphire Pan-Asian,service,1,1,0.5
Tfk african restaurant,service,5,1,0.8333333333333334
Formosa,ambience,1,0,1.0
La Guanaquita,service,1,0,1.0
Lima Rotisserie Chicken And Peruvian Cuisine,price,11,2,0.8461538461538461
Señor Tortilla,price,2,0,1.0
Unsoulfood,ambience,1,0,1.0
Corky's Ribs & BBQ,price,1,0,1.0
Napoli Pizza & Cafe,ambience,0,0,
Oldsmar Cop Shop,,0,0,
Pepperoni Pizza,,0,0,
North Main Diner,price,4,0,1.0
Vinny G's Bagels and Deli,food,8,0,1.0
Binh Minh,price,1,0,1.0
Giovanni's Pizza II,price,1,1,0.5
Freshway,price,6,1,0.8571428571428571
Oscars Pub,price,1,1,0.5
India Gate,price,2,0,1.0
Young Bin Chinese Restaurant,service,4,0,1.0
Gordi's Restaurant,ambience,1,0,1.0
Masso's Water Ice and Custard,,1,1,0.5
Gabby's Bar and Grill,,1,0,1.0
Leddy's Pub,price,0,0,
Toulouse House Grocery,ambience,2,0,1.0
Wok & Roast,service,2,1,0.6666666666666666
Emperor Buffet,service,3,0,1.0
A Little Slice of New York,ambience,1,1,0.5
Fast Burrito,ambience,3,0,1.0
Pho Cuong,price,1,0,1.0
Caffé Maida,food,7,0,1.0
Wilburn Street Tavern,,1,0,1.0
Hurricane Jack's Bar and Restaurant,food,3,1,0.75
Shang Hai,price,3,0,1.0
Aspen,service,2,1,0.6666666666666666
Zarzor Restaurant,price,4,0,1.0
Turkish Kabob House,service,2,3,0.4
Old City Beer Garden,price,4,1,0.8
Los Tacos Mariachis,,0,0,
China Wok Restaurant,,1,1,0.5
Vera's Pizza,service,2,0,1.0
Pied Out Bakeshop,service,4,0,1.0
Green Apple Bistro,ambience,3,0,1.0
Tim & Joe's Tavern,service,6,0,1.0
Jakes Place,ambience,0,1,0.0
Taste Garden,ambience,1,0,1.0
Picazzo's Organic Italian Kitchen,,3,0,1.0
Kinjo's Japanese Restaurant,,1,0,1.0
Fiona's Family Restaurant,price,6,0,1.0
Big Boyz Burgers and More,,7,0,1.0
Denton Family Diner,price,4,0,1.0
Westy Grille and Pub,price,0,0,
Lucky's Mexican Spot,service,8,0,1.0
Hy-Ho Cafe,service,2,0,1.0
Glenora Pizza,price,0,0,
Big Mouth Po-Boys,service,2,0,1.0
Tapanade,ambience,1,0,1.0
Thai Cuisine & Cafe,ambience,1,0,1.0
La Bella's,,4,0,1.0
Cacao 70,,3,0,1.0
Snooties BBQ,service,4,0,1.0
Jimmy's,price,3,0,1.0
Frenchmen Grocery & Deli,service,3,0,1.0
Privilege Donair,ambience,2,0,1.0
Prytania Hall Coffee,price,2,0,1.0
Hanamura,,1,0,1.0
Barlo's Pizza,food,5,0,1.0
Firkin & Friar,service,3,0,1.0
Mandarin Cove Chinese Restaurant & Sushi Bar,ambience,1,0,1.0
Oak Lane Diner,service,5,2,0.7142857142857143
Southern Comfort BBQ,food,7,1,0.875
Barlo's Pizza,,2,0,1.0
Sweet Tamarind Thai Cuisine,,2,0,1.0
Bucks County Coffee Co,,0,0,
R & R Bar-B-Que Company Inc.,price,1,0,1.0
Riccardo's Pizza & Restaurant,service,6,0,1.0
Tio Mexican Restaurant,ambience,2,1,0.6666666666666666
Forza! Pasta Bar,food,6,0,1.0
La Perrada Lounge,food,3,2,0.6
Bubba's BBQ & Smoke House,price,2,0,1.0
The Market At the Cheshire,price,8,1,0.8888888888888888
Gyros in the Loop,price,4,1,0.8
Al-Aqsa Grocery,ambience,0,0,
Andre's BBQ And Seafood,price,2,0,1.0
Simon Pearce Restaurant,price,5,2,0.7142857142857143
Cosimo's Pizza,price,1,0,1.0
Carmine's Pizzeria,food,4,1,0.8
Estralita's Cafe' and Carryout,service,2,0,1.0
Oldsmar Cop Shop,ambience,2,0,1.0
Flannery's Deli,price,2,1,0.6666666666666666
Landis Supermarket,service,2,0,1.0
Pelican Bar,ambience,2,0,1.0
Iceberg Drive Inn,service,1,0,1.0
Jaggie's Restaurant,,0,0,
Princivalli's Cafe,ambience,2,2,0.5
El Sazon de Doña Eva,ambience,2,0,1.0
Toasteria Cafe,service,3,0,1.0
Shamrock Curling Club,,1,0,1.0
Sweets N' Stuff Sushi Bar,service,2,0,1.0
Italian Brick Oven Pizzeria,ambience,1,1,0.5
Josh's Pizza,ambience,3,0,1.0
Kurry Shack Francisville ,ambience,2,0,1.0
Tasty Spoon,service,0,1,0.0
West Broad Street Luncheonette,price,2,1,0.6666666666666666
Aubergine Cafe,price,0,0,
Havana Blue Sports Bar & Restaurant,service,3,0,1.0
Red Fork Cafe,,4,1,0.8
Taco+BBQ,service,4,0,1.0
Village Grille,price,0,0,
AJ's Sushi Bar,ambience,1,0,1.0
Popeye's Fried Chicken,,0,0,
Columbus International Pizza I,,2,0,1.0
Roberts Smokin’ BBQ 2,price,1,0,1.0
Atrio Cafe At IU North,ambience,2,0,1.0
The Cheese Shack,ambience,0,0,
Laketown Harbor,price,1,0,1.0
Thai BBQ,,2,0,1.0
Basement at the Bellevue,,3,1,0.75
Pats Pizzeria,,3,1,0.75
Green Apple Bistro,price,0,0,
Preachers BBQ,price,2,0,1.0
Jerk Chicken Express,price,2,1,0.6666666666666666
Lil Net’s Home Style Cooking,service,2,0,1.0
Awash Ethiopian Restaurant,service,3,1,0.75
Apple Tree Family Restaurant,price,7,0,1.0
Barnacle Ben's Seafood Restaurant,ambience,0,1,0.0
Blazzin Wings,price,1,0,1.0
Donkey's Place Downtown,service,2,0,1.0
Lou's Too,price,1,1,0.5
Pancake Palace,,0,0,
El Rico Frappe Latino,service,2,2,0.5
Aye Caramba,ambience,3,0,1.0
Car-Mira's Deli,price,4,0,1.0
G.T. South's Rib House,,0,0,
Pomme Restaurant,,3,0,1.0
Emperor of China,,3,0,1.0
Fit Bowl,service,4,0,1.0
Glow Nutrition,price,1,1,0.5
Auston's Grill,service,1,1,0.5
"Richie B's ""Brick Oven"" Pizzeria",,1,0,1.0
Pop’s Fish & Chicken,service,4,0,1.0
Omaha Steakhouse,price,1,1,0.5
Aroma Cafe,price,1,0,1.0
The Works,,2,0,1.0
Nacho’s Fresh Mex,ambience,1,0,1.0
Pizza Brez,ambience,1,0,1.0
Franco's Place,ambience,0,0,
Prytania Hall Coffee,service,5,0,1.0
Zutto Japanese Restaurant,ambience,2,0,1.0
Super Fratelli's Pizza,service,2,1,0.6666666666666666
Super Wing,price,0,0,
Dickies BBQ,price,1,0,1.0
New London Pizza & Restaurant,ambience,3,1,0.75
Phillyman Cheesesteak,ambience,2,0,1.0
Eagle Rib Shack,price,2,1,0.6666666666666666
Campus Point Coffee,service,3,0,1.0
Columns Lounge,ambience,1,1,0.5
Sloc's Grille,price,1,0,1.0
Fast Stop ,food,1,0,1.0
Burrito Libre,price,6,0,1.0
Easy Seafood,,2,0,1.0
La Juicy Seafood,service,2,0,1.0
Liquid Charm,service,5,0,1.0
N & E Agora Gourmet,,0,0,
Aubergine Cafe,,5,0,1.0
Pleasant Dragon Buffet,price,0,0,
Greek City Cafe,,3,0,1.0
Boba's Bubble Tea,price,1,0,1.0
Old Town Subs,,0,0,
Glow Juicery,ambience,1,1,0.5
Maribelle Cakery,price,0,0,
Driftlight Lounge,,1,0,1.0
Pandora’s Diner,,1,0,1.0
Jack In the Box,price,0,0,
7 Boys Cafe,ambience,0,0,
Franco's Osteria,price,2,0,1.0
Tajin Mexican Grill,,3,0,1.0
Chops Cheesesteaks,price,4,0,1.0
Primo's Italian Garage & Catering,,1,2,0.3333333333333333
Mama Velia's Rustica Italiano,price,1,1,0.5
Starbucks Gate F,price,0,0,
Don Fortunato's Pizzeria,service,1,0,1.0
Uncle Bud's Catfish Shack,,2,0,1.0
The Authentique,food,1,0,1.0
Armond's Eatery,price,1,0,1.0
Bombay Bazaar,price,0,0,
Fat Mos,ambience,0,0,
Tasty Treats,,2,1,0.6666666666666666
Tay's Soul Food,price,3,0,1.0
Green Apple Bistro,food,3,0,1.0
Father & Sons Pasta & Pizza,price,1,0,1.0
Toto Fresco,ambience,1,0,1.0
Ed's Pizza House,,0,0,
Peter's Chicken & Seafood,,1,0,1.0
Blue Moon BBQ,ambience,0,0,
Ocean Crab,ambience,3,0,1.0
La Jolie,price,0,0,
Pat's Pizza & Bistro,service,3,1,0.75
Rilling's Bucks County Bakery,price,0,2,0.0
D & D Italian Bakery,price,1,0,1.0
Panago Pizza,price,2,0,1.0
Donkey's Place Downtown,price,1,0,1.0
Sansei Japan,price,1,0,1.0
Miya Lunch Box and Catering,service,0,0,
Roman Steak & Pizza,price,2,0,1.0
Hot Stuff Spicy Chicken & Fish,ambience,1,0,1.0
So'Pasta,,0,0,
Pho Cuong,service,1,0,1.0
Diversity Buffet,price,0,0,
Asnan Sushi Bar & Asian Cuisine,price,1,1,0.5
Southwest Grillers,ambience,0,1,0.0
Blush,price,0,0,
Avocado Fiesta Restaurant,,0,0,
Tarzan's Tacos,price,1,0,1.0
Legal Perks,price,1,2,0.3333333333333333
Sunrise Breakfast,,1,0,1.0
Smokey's,,0,0,
Laceno's Restaurant,price,1,0,1.0
Pan Tai Restaurant,ambience,0,4,0.0
Fortunato's Italian Pizzeria,service,1,0,1.0
Supermercado Pollo Michoacano,,2,0,1.0
Season Chinese Restaurant,price,1,0,1.0
The Cajun Cafe,,1,1,0.5
La Tonalteca,ambience,1,0,1.0
Woodvale Pizza & Hillview Pub,,1,0,1.0
Royal Cafe,price,0,0,
Top Chef Quickfire,,1,0,1.0
Purple Pizza & Grill,,0,0,
New Lee's Chinese Restaurant,ambience,0,0,
Sabor A Flama,service,2,0,1.0
Crown Chicken & Gyro,,1,0,1.0
Manhattan Pizza & Grill,price,0,0,
Pats Pizzeria,ambience,1,1,0.5
SWEGS Kitchen - Benson Towe,,0,0,
Fila's Pizza,ambience,1,1,0.5
Jane's Rolling Wok,service,1,1,0.5
Dishez,price,1,0,1.0
Lucinda's Grill and Cafe,ambience,0,0,
Saigon Grill,,2,0,1.0
Aoki Japanese Restaurant,,1,0,1.0
JCA Burgers,,1,0,1.0
Joe Mama's Grill,price,2,0,1.0
Norton's Cajun Corner,price,2,0,1.0
Mary's Cafe II,ambience,2,0,1.0
Voodoo Bar-B-Que Express,ambience,0,0,
J's Pizza Effect,price,1,0,1.0
Cafe Binh,service,1,0,1.0
Natural Fact Deli,price,0,0,
Fu Hin,service,3,0,1.0
The Bowl inspired Grill,service,2,0,1.0
Krispy Krunchy Chicken,service,0,0,
Michael's Diner Restaurant,,1,0,1.0
PDQ Temple Terrace,,1,0,1.0
Vesh Catering,,5,0,1.0
Sho-Ya,ambience,1,1,0.5
Breadsmith,,0,0,
Deli At the Grove,service,3,0,1.0
Opa Gyros Berlin,service,1,0,1.0
Ify's Nigerian Cuisine,,0,0,
Las Cebollitas,service,1,0,1.0
Taste of Asia,price,5,0,1.0
Taste This Fish,price,2,0,1.0
Barnhills Buffet,price,1,0,1.0
Great Steak,ambience,2,0,1.0
The Still Bar & Grill,price,1,0,1.0
Ayesha's Kitchen,price,0,0,
